State,Bedrooms,Bathrooms,Area (Sqft),Lot Size,Year Built,City,Zipcode,Address,Price,Status,Listing URL
NY,4 bds,3 ba,3377 sqft,6022 sqft,2010,San Francisco,54311,"8849 Oak Ave, San Francisco, NY 54311","$204,309",Pending,https://www.zillow.com/homedetails/71590666_zpid/
IL,3 bds,1 ba,2633 sqft,4383 sqft,1972,San Francisco,16056,"7762 Pine Rd, San Francisco, IL 16056","$517,031",Sold,https://www.zillow.com/homedetails/95600429_zpid/
CA,3 bds,1 ba,2785 sqft,6544 sqft,2009,San Francisco,10943,"7537 Oak Ave, San Francisco, CA 10943","$1,204,990",Sold,https://www.zillow.com/homedetails/46710672_zpid/
IL,6 bds,1 ba,1905 sqft,4957 sqft,1975,San Diego,69693,"1012 Maple Dr, San Diego, IL 69693","$1,001,011",Sold,https://www.zillow.com/homedetails/45363820_zpid/
FL,4 bds,2 ba,3019 sqft,8469 sqft,1969,San Francisco,78745,"8746 Elm St, San Francisco, FL 78745","$1,021,673",Sold,https://www.zillow.com/homedetails/61200601_zpid/
IL,3 bds,2 ba,3728 sqft,4055 sqft,1980,Los Angeles,83301,"1055 Pine Rd, Los Angeles, IL 83301","$1,289,770",For Sale,https://www.zillow.com/homedetails/43281172_zpid/
CA,6 bds,2 ba,1448 sqft,8937 sqft,1990,San Diego,82941,"6204 Oak Ave, San Diego, CA 82941","$1,107,344",Pending,https://www.zillow.com/homedetails/27161143_zpid/
IL,5 bds,4 ba,2607 sqft,3593 sqft,2010,San Francisco,71481,"652 Elm St, San Francisco, IL 71481","$369,317",Sold,https://www.zillow.com/homedetails/98337685_zpid/
NY,1 bds,2 ba,1418 sqft,9398 sqft,1975,Sacramento,40991,"2929 Maple Dr, Sacramento, NY 40991","$895,834",Pending,https://www.zillow.com/homedetails/53882252_zpid/
NY,2 bds,1 ba,2690 sqft,3636 sqft,1955,Fresno,41174,"5412 Pine Rd, Fresno, NY 41174","$1,229,258",Sold,https://www.zillow.com/homedetails/84458654_zpid/
CA,4 bds,3 ba,2174 sqft,3623 sqft,1970,Fresno,33935,"9217 Main St, Fresno, CA 33935","$598,034",For Sale,https://www.zillow.com/homedetails/84988645_zpid/
CA,3 bds,4 ba,3225 sqft,7924 sqft,1972,San Diego,46625,"8022 Main St, San Diego, CA 46625","$1,425,415",Sold,https://www.zillow.com/homedetails/55328100_zpid/
NY,3 bds,2 ba,1102 sqft,7579 sqft,2010,Sacramento,61130,"7838 Pine Rd, Sacramento, NY 61130","$998,214",For Sale,https://www.zillow.com/homedetails/45848748_zpid/
CA,3 bds,3 ba,2310 sqft,2680 sqft,1968,Fresno,15623,"8279 Elm St, Fresno, CA 15623","$978,002",Sold,https://www.zillow.com/homedetails/13353075_zpid/
FL,3 bds,3 ba,2374 sqft,9265 sqft,1950,Fresno,33202,"4735 Pine Rd, Fresno, FL 33202","$417,290",Sold,https://www.zillow.com/homedetails/42135585_zpid/
FL,6 bds,2 ba,2943 sqft,4739 sqft,1975,Los Angeles,67845,"1863 Maple Dr, Los Angeles, FL 67845","$1,400,298",For Sale,https://www.zillow.com/homedetails/80259930_zpid/
NY,4 bds,4 ba,3481 sqft,8346 sqft,1967,San Francisco,21343,"5092 Pine Rd, San Francisco, NY 21343","$633,891",Sold,https://www.zillow.com/homedetails/56128193_zpid/
CA,1 bds,2 ba,3651 sqft,7482 sqft,1954,San Francisco,20858,"739 Maple Dr, San Francisco, CA 20858","$365,175",For Sale,https://www.zillow.com/homedetails/37667710_zpid/
CA,2 bds,1 ba,1385 sqft,3062 sqft,2009,Sacramento,98816,"5801 Elm St, Sacramento, CA 98816","$1,137,506",For Sale,https://www.zillow.com/homedetails/15876431_zpid/
CA,5 bds,4 ba,2306 sqft,1972 sqft,1985,Fresno,97228,"7977 Oak Ave, Fresno, CA 97228","$506,158",Sold,https://www.zillow.com/homedetails/95436426_zpid/
NY,4 bds,2 ba,1462 sqft,2320 sqft,2000,Fresno,84200,"2328 Elm St, Fresno, NY 84200","$518,222",Pending,https://www.zillow.com/homedetails/39633475_zpid/
IL,6 bds,1 ba,1053 sqft,7863 sqft,2012,San Francisco,15409,"7576 Maple Dr, San Francisco, IL 15409","$321,323",Sold,https://www.zillow.com/homedetails/69723097_zpid/
IL,3 bds,2 ba,1430 sqft,5008 sqft,2008,Los Angeles,93947,"3347 Pine Rd, Los Angeles, IL 93947","$130,843",For Sale,https://www.zillow.com/homedetails/60429077_zpid/
CA,1 bds,2 ba,1741 sqft,2238 sqft,2014,San Francisco,98708,"8650 Main St, San Francisco, CA 98708","$466,691",For Sale,https://www.zillow.com/homedetails/32848307_zpid/
CA,2 bds,1 ba,3871 sqft,8875 sqft,1990,San Francisco,34458,"9053 Oak Ave, San Francisco, CA 34458","$430,345",Sold,https://www.zillow.com/homedetails/70919935_zpid/
NY,3 bds,2 ba,2531 sqft,9649 sqft,1987,Sacramento,97922,"7036 Oak Ave, Sacramento, NY 97922","$179,767",Pending,https://www.zillow.com/homedetails/38281901_zpid/
FL,1 bds,4 ba,1697 sqft,3282 sqft,1964,Fresno,56386,"7952 Main St, Fresno, FL 56386","$1,321,540",For Sale,https://www.zillow.com/homedetails/59417370_zpid/
FL,4 bds,3 ba,1874 sqft,3262 sqft,2006,San Francisco,58752,"6350 Oak Ave, San Francisco, FL 58752","$814,097",Pending,https://www.zillow.com/homedetails/95813556_zpid/
NY,2 bds,1 ba,1084 sqft,6213 sqft,1982,San Diego,18497,"4443 Pine Rd, San Diego, NY 18497","$305,871",Sold,https://www.zillow.com/homedetails/99651852_zpid/
FL,6 bds,4 ba,1268 sqft,6416 sqft,1988,Los Angeles,78755,"1245 Main St, Los Angeles, FL 78755","$511,660",For Sale,https://www.zillow.com/homedetails/17289974_zpid/
IL,5 bds,3 ba,1383 sqft,1172 sqft,1966,Los Angeles,84616,"5301 Main St, Los Angeles, IL 84616","$100,366",Pending,https://www.zillow.com/homedetails/65355476_zpid/
IL,2 bds,3 ba,1942 sqft,6402 sqft,1967,San Francisco,25648,"2982 Elm St, San Francisco, IL 25648","$482,895",Pending,https://www.zillow.com/homedetails/44677120_zpid/
FL,6 bds,4 ba,3763 sqft,5643 sqft,1990,Sacramento,90006,"7050 Main St, Sacramento, FL 90006","$1,205,338",For Sale,https://www.zillow.com/homedetails/33259489_zpid/
CA,3 bds,1 ba,3594 sqft,8781 sqft,2004,Fresno,17782,"2873 Elm St, Fresno, CA 17782","$991,560",For Sale,https://www.zillow.com/homedetails/73620048_zpid/
FL,3 bds,3 ba,2107 sqft,3647 sqft,1974,San Francisco,86772,"5659 Elm St, San Francisco, FL 86772","$1,399,592",For Sale,https://www.zillow.com/homedetails/98612211_zpid/
NY,6 bds,2 ba,3845 sqft,2577 sqft,2019,San Diego,29937,"2883 Elm St, San Diego, NY 29937","$257,927",For Sale,https://www.zillow.com/homedetails/16365862_zpid/
IL,4 bds,2 ba,2424 sqft,9094 sqft,1964,Los Angeles,19052,"6171 Oak Ave, Los Angeles, IL 19052","$632,033",For Sale,https://www.zillow.com/homedetails/47283678_zpid/
TX,5 bds,2 ba,782 sqft,7738 sqft,1981,Los Angeles,15311,"5581 Maple Dr, Los Angeles, TX 15311","$328,592",For Sale,https://www.zillow.com/homedetails/38831957_zpid/
NY,1 bds,1 ba,1372 sqft,7782 sqft,2001,Fresno,52313,"4160 Elm St, Fresno, NY 52313","$1,491,526",For Sale,https://www.zillow.com/homedetails/99115897_zpid/
FL,4 bds,4 ba,2842 sqft,4737 sqft,1987,Los Angeles,38983,"2834 Elm St, Los Angeles, FL 38983","$241,995",For Sale,https://www.zillow.com/homedetails/92673069_zpid/
FL,5 bds,1 ba,3566 sqft,2593 sqft,1968,San Francisco,95768,"9752 Maple Dr, San Francisco, FL 95768","$183,679",For Sale,https://www.zillow.com/homedetails/50474948_zpid/
IL,2 bds,3 ba,2648 sqft,4097 sqft,1962,San Diego,30565,"412 Pine Rd, San Diego, IL 30565","$803,730",Sold,https://www.zillow.com/homedetails/81737287_zpid/
IL,6 bds,4 ba,1102 sqft,1279 sqft,1954,San Diego,50470,"5684 Oak Ave, San Diego, IL 50470","$707,137",Sold,https://www.zillow.com/homedetails/69333537_zpid/
FL,6 bds,3 ba,3267 sqft,8097 sqft,1998,Fresno,52256,"3323 Maple Dr, Fresno, FL 52256","$121,284",Sold,https://www.zillow.com/homedetails/44026179_zpid/
FL,6 bds,4 ba,764 sqft,3879 sqft,1975,Los Angeles,18835,"2688 Maple Dr, Los Angeles, FL 18835","$430,954",Pending,https://www.zillow.com/homedetails/20614389_zpid/
IL,2 bds,2 ba,3929 sqft,6154 sqft,1991,Sacramento,55131,"2985 Maple Dr, Sacramento, IL 55131","$890,970",Sold,https://www.zillow.com/homedetails/96667399_zpid/
IL,5 bds,1 ba,1287 sqft,5152 sqft,2000,Los Angeles,80688,"6160 Oak Ave, Los Angeles, IL 80688","$459,948",Sold,https://www.zillow.com/homedetails/58728549_zpid/
FL,5 bds,3 ba,1000 sqft,4951 sqft,1982,Sacramento,22392,"2455 Oak Ave, Sacramento, FL 22392","$1,060,149",For Sale,https://www.zillow.com/homedetails/60005107_zpid/
TX,1 bds,2 ba,2585 sqft,3762 sqft,1982,San Francisco,27352,"658 Oak Ave, San Francisco, TX 27352","$556,583",Pending,https://www.zillow.com/homedetails/36888254_zpid/
IL,4 bds,1 ba,2784 sqft,1944 sqft,1983,San Diego,61136,"7964 Pine Rd, San Diego, IL 61136","$200,783",Pending,https://www.zillow.com/homedetails/23978297_zpid/
NY,4 bds,3 ba,2702 sqft,3639 sqft,1969,San Diego,75218,"9452 Oak Ave, San Diego, NY 75218","$243,533",Sold,https://www.zillow.com/homedetails/12745291_zpid/
FL,1 bds,3 ba,1152 sqft,4219 sqft,2012,Fresno,87522,"3714 Main St, Fresno, FL 87522","$408,518",Sold,https://www.zillow.com/homedetails/58697462_zpid/
NY,4 bds,2 ba,2668 sqft,5454 sqft,1968,Fresno,22296,"8658 Pine Rd, Fresno, NY 22296","$1,371,610",For Sale,https://www.zillow.com/homedetails/95744634_zpid/
TX,4 bds,2 ba,1979 sqft,2167 sqft,1956,Fresno,63407,"740 Pine Rd, Fresno, TX 63407","$1,436,618",Pending,https://www.zillow.com/homedetails/12584301_zpid/
TX,2 bds,2 ba,3125 sqft,2175 sqft,2001,Fresno,93308,"6172 Oak Ave, Fresno, TX 93308","$1,359,152",Pending,https://www.zillow.com/homedetails/58687811_zpid/
CA,1 bds,1 ba,794 sqft,1177 sqft,1987,Fresno,57020,"3894 Maple Dr, Fresno, CA 57020","$589,245",For Sale,https://www.zillow.com/homedetails/11525063_zpid/
NY,4 bds,4 ba,2514 sqft,7593 sqft,1994,Los Angeles,14674,"2813 Main St, Los Angeles, NY 14674","$1,427,494",Sold,https://www.zillow.com/homedetails/94423526_zpid/
FL,5 bds,4 ba,2342 sqft,6874 sqft,2021,San Francisco,82340,"3836 Oak Ave, San Francisco, FL 82340","$1,230,642",For Sale,https://www.zillow.com/homedetails/64793653_zpid/
NY,4 bds,3 ba,878 sqft,4083 sqft,2004,Los Angeles,66352,"6054 Oak Ave, Los Angeles, NY 66352","$1,304,385",For Sale,https://www.zillow.com/homedetails/19326013_zpid/
CA,3 bds,4 ba,2623 sqft,1356 sqft,2020,San Diego,58001,"7279 Elm St, San Diego, CA 58001","$747,218",For Sale,https://www.zillow.com/homedetails/64413892_zpid/
FL,1 bds,4 ba,1065 sqft,3682 sqft,1956,San Diego,64992,"2336 Oak Ave, San Diego, FL 64992","$414,153",Sold,https://www.zillow.com/homedetails/76281601_zpid/
FL,4 bds,4 ba,3930 sqft,3160 sqft,1992,San Francisco,71698,"5317 Main St, San Francisco, FL 71698","$1,471,246",For Sale,https://www.zillow.com/homedetails/14471309_zpid/
TX,2 bds,4 ba,2715 sqft,2504 sqft,1987,San Diego,35380,"844 Maple Dr, San Diego, TX 35380","$233,461",Sold,https://www.zillow.com/homedetails/63624995_zpid/
FL,2 bds,4 ba,820 sqft,8355 sqft,1958,Sacramento,61851,"6642 Oak Ave, Sacramento, FL 61851","$415,590",For Sale,https://www.zillow.com/homedetails/19527476_zpid/
CA,1 bds,2 ba,3131 sqft,6904 sqft,1980,San Francisco,65026,"7396 Pine Rd, San Francisco, CA 65026","$628,913",Sold,https://www.zillow.com/homedetails/57761200_zpid/
TX,5 bds,4 ba,1576 sqft,3947 sqft,1983,Fresno,61835,"1268 Elm St, Fresno, TX 61835","$1,161,136",Pending,https://www.zillow.com/homedetails/32465208_zpid/
FL,4 bds,4 ba,1977 sqft,7601 sqft,1981,Los Angeles,22864,"598 Pine Rd, Los Angeles, FL 22864","$1,187,629",Sold,https://www.zillow.com/homedetails/15290301_zpid/
NY,3 bds,2 ba,650 sqft,2491 sqft,1976,Fresno,46679,"2351 Maple Dr, Fresno, NY 46679","$1,411,862",Pending,https://www.zillow.com/homedetails/97845025_zpid/
IL,6 bds,3 ba,3655 sqft,8072 sqft,1983,San Francisco,65583,"8872 Pine Rd, San Francisco, IL 65583","$631,172",Pending,https://www.zillow.com/homedetails/76700452_zpid/
FL,6 bds,1 ba,1300 sqft,3142 sqft,2004,San Francisco,45138,"7837 Maple Dr, San Francisco, FL 45138","$1,453,453",For Sale,https://www.zillow.com/homedetails/25026446_zpid/
TX,3 bds,4 ba,1577 sqft,6868 sqft,1965,Los Angeles,94630,"4300 Maple Dr, Los Angeles, TX 94630","$157,884",Sold,https://www.zillow.com/homedetails/85440564_zpid/
IL,6 bds,2 ba,1775 sqft,3631 sqft,1952,Fresno,82157,"6363 Elm St, Fresno, IL 82157","$1,193,460",For Sale,https://www.zillow.com/homedetails/46287367_zpid/
NY,2 bds,2 ba,665 sqft,2481 sqft,1988,Los Angeles,77646,"2683 Oak Ave, Los Angeles, NY 77646","$566,443",Pending,https://www.zillow.com/homedetails/17724814_zpid/
TX,5 bds,3 ba,3824 sqft,1336 sqft,1973,Sacramento,38759,"2941 Maple Dr, Sacramento, TX 38759","$540,820",Sold,https://www.zillow.com/homedetails/79838635_zpid/
TX,3 bds,2 ba,3549 sqft,4940 sqft,1962,San Francisco,99056,"4824 Main St, San Francisco, TX 99056","$148,463",Pending,https://www.zillow.com/homedetails/27409844_zpid/
IL,4 bds,3 ba,2329 sqft,2940 sqft,2019,Los Angeles,92930,"2064 Elm St, Los Angeles, IL 92930","$922,164",For Sale,https://www.zillow.com/homedetails/24276691_zpid/
CA,2 bds,3 ba,2307 sqft,7339 sqft,2019,Sacramento,45299,"6372 Oak Ave, Sacramento, CA 45299","$925,438",Sold,https://www.zillow.com/homedetails/70386708_zpid/
NY,6 bds,1 ba,2345 sqft,7348 sqft,2009,Sacramento,20074,"5565 Maple Dr, Sacramento, NY 20074","$421,606",For Sale,https://www.zillow.com/homedetails/39930974_zpid/
FL,2 bds,1 ba,3288 sqft,1472 sqft,1984,Sacramento,29610,"1656 Oak Ave, Sacramento, FL 29610","$913,878",Sold,https://www.zillow.com/homedetails/97217538_zpid/
IL,3 bds,4 ba,2128 sqft,1335 sqft,1992,San Francisco,92847,"2165 Elm St, San Francisco, IL 92847","$1,258,728",Pending,https://www.zillow.com/homedetails/19860701_zpid/
NY,3 bds,4 ba,1166 sqft,6068 sqft,2002,San Diego,48097,"7575 Elm St, San Diego, NY 48097","$672,952",Sold,https://www.zillow.com/homedetails/76211409_zpid/
CA,4 bds,3 ba,1051 sqft,6205 sqft,2019,Los Angeles,13752,"326 Maple Dr, Los Angeles, CA 13752","$1,254,323",Pending,https://www.zillow.com/homedetails/47297198_zpid/
CA,3 bds,2 ba,1100 sqft,8618 sqft,2019,Los Angeles,89342,"2060 Maple Dr, Los Angeles, CA 89342","$157,609",Sold,https://www.zillow.com/homedetails/64698850_zpid/
TX,6 bds,3 ba,1310 sqft,6670 sqft,1967,Los Angeles,18778,"6853 Elm St, Los Angeles, TX 18778","$1,319,677",For Sale,https://www.zillow.com/homedetails/78054704_zpid/
IL,5 bds,3 ba,1141 sqft,8933 sqft,1994,Sacramento,81788,"6550 Main St, Sacramento, IL 81788","$144,964",Sold,https://www.zillow.com/homedetails/71750506_zpid/
IL,4 bds,3 ba,1907 sqft,6531 sqft,2007,San Francisco,59809,"1450 Pine Rd, San Francisco, IL 59809","$1,246,074",For Sale,https://www.zillow.com/homedetails/53910869_zpid/
FL,1 bds,4 ba,3346 sqft,6926 sqft,1953,Sacramento,41014,"9384 Maple Dr, Sacramento, FL 41014","$339,783",Pending,https://www.zillow.com/homedetails/49392493_zpid/
IL,1 bds,3 ba,1684 sqft,6802 sqft,1992,Los Angeles,16823,"2222 Elm St, Los Angeles, IL 16823","$1,069,438",Pending,https://www.zillow.com/homedetails/77152193_zpid/
NY,5 bds,2 ba,1816 sqft,7277 sqft,1983,Los Angeles,99592,"8296 Maple Dr, Los Angeles, NY 99592","$391,685",For Sale,https://www.zillow.com/homedetails/60868045_zpid/
CA,3 bds,3 ba,2465 sqft,8960 sqft,1993,Los Angeles,54352,"940 Oak Ave, Los Angeles, CA 54352","$1,273,944",For Sale,https://www.zillow.com/homedetails/95548096_zpid/
TX,3 bds,1 ba,3103 sqft,7144 sqft,2016,Sacramento,51205,"1613 Maple Dr, Sacramento, TX 51205","$832,115",Pending,https://www.zillow.com/homedetails/97385723_zpid/
CA,1 bds,3 ba,1081 sqft,6201 sqft,1960,Los Angeles,58293,"7714 Elm St, Los Angeles, CA 58293","$738,248",For Sale,https://www.zillow.com/homedetails/40019079_zpid/
NY,6 bds,3 ba,1668 sqft,9748 sqft,1970,Los Angeles,83221,"5367 Pine Rd, Los Angeles, NY 83221","$190,155",For Sale,https://www.zillow.com/homedetails/57858382_zpid/
NY,2 bds,3 ba,1086 sqft,3929 sqft,1976,Los Angeles,25359,"5267 Main St, Los Angeles, NY 25359","$603,539",Sold,https://www.zillow.com/homedetails/65852743_zpid/
TX,5 bds,3 ba,2581 sqft,2355 sqft,1954,San Diego,74968,"2632 Main St, San Diego, TX 74968","$578,510",Sold,https://www.zillow.com/homedetails/54215339_zpid/
CA,2 bds,2 ba,2931 sqft,2144 sqft,1970,Sacramento,65871,"217 Oak Ave, Sacramento, CA 65871","$1,103,122",Sold,https://www.zillow.com/homedetails/97507414_zpid/
CA,2 bds,3 ba,3176 sqft,7268 sqft,1953,Los Angeles,37127,"8271 Main St, Los Angeles, CA 37127","$615,962",Pending,https://www.zillow.com/homedetails/69249892_zpid/
FL,6 bds,4 ba,965 sqft,1073 sqft,1970,Fresno,15796,"4751 Maple Dr, Fresno, FL 15796","$1,012,565",For Sale,https://www.zillow.com/homedetails/26829890_zpid/
FL,6 bds,4 ba,912 sqft,1399 sqft,1961,Los Angeles,37523,"2037 Main St, Los Angeles, FL 37523","$1,246,322",For Sale,https://www.zillow.com/homedetails/39393669_zpid/
TX,1 bds,1 ba,2206 sqft,5397 sqft,1982,San Francisco,21028,"3700 Oak Ave, San Francisco, TX 21028","$128,445",Pending,https://www.zillow.com/homedetails/36010907_zpid/
FL,1 bds,2 ba,726 sqft,3438 sqft,1957,Los Angeles,59912,"2387 Elm St, Los Angeles, FL 59912","$1,399,813",Pending,https://www.zillow.com/homedetails/58753916_zpid/
IL,3 bds,2 ba,3255 sqft,5242 sqft,1970,Sacramento,14174,"4500 Main St, Sacramento, IL 14174","$246,724",For Sale,https://www.zillow.com/homedetails/33741044_zpid/
NY,2 bds,4 ba,2395 sqft,9573 sqft,2000,Fresno,39662,"2126 Maple Dr, Fresno, NY 39662","$1,445,108",Pending,https://www.zillow.com/homedetails/23521186_zpid/
IL,6 bds,1 ba,3166 sqft,8056 sqft,1960,San Diego,14187,"1827 Oak Ave, San Diego, IL 14187","$489,643",For Sale,https://www.zillow.com/homedetails/17742997_zpid/
CA,6 bds,2 ba,2241 sqft,1726 sqft,1961,San Diego,81397,"8518 Maple Dr, San Diego, CA 81397","$183,352",Pending,https://www.zillow.com/homedetails/74679572_zpid/
IL,4 bds,4 ba,2584 sqft,2927 sqft,1962,San Francisco,33183,"4611 Pine Rd, San Francisco, IL 33183","$490,661",For Sale,https://www.zillow.com/homedetails/67291795_zpid/
IL,5 bds,1 ba,2075 sqft,4257 sqft,2013,San Francisco,89531,"6966 Elm St, San Francisco, IL 89531","$730,647",For Sale,https://www.zillow.com/homedetails/82284839_zpid/
NY,1 bds,2 ba,919 sqft,6556 sqft,1989,San Francisco,76365,"2549 Elm St, San Francisco, NY 76365","$1,123,836",For Sale,https://www.zillow.com/homedetails/36396247_zpid/
NY,2 bds,2 ba,2014 sqft,2859 sqft,1960,San Diego,83246,"5207 Elm St, San Diego, NY 83246","$800,312",Pending,https://www.zillow.com/homedetails/89058680_zpid/
FL,4 bds,1 ba,1697 sqft,2200 sqft,1997,Fresno,95150,"2635 Main St, Fresno, FL 95150","$247,619",For Sale,https://www.zillow.com/homedetails/99914347_zpid/
FL,2 bds,1 ba,1801 sqft,1484 sqft,1998,Los Angeles,96325,"7124 Pine Rd, Los Angeles, FL 96325","$879,038",Pending,https://www.zillow.com/homedetails/75957878_zpid/
NY,2 bds,3 ba,3951 sqft,3078 sqft,1983,Fresno,57102,"5849 Main St, Fresno, NY 57102","$735,604",For Sale,https://www.zillow.com/homedetails/76325047_zpid/
FL,1 bds,1 ba,1895 sqft,4224 sqft,2002,San Francisco,29040,"7967 Elm St, San Francisco, FL 29040","$1,315,315",Pending,https://www.zillow.com/homedetails/97943578_zpid/
NY,6 bds,3 ba,2228 sqft,5244 sqft,1964,Los Angeles,20699,"8000 Main St, Los Angeles, NY 20699","$703,493",For Sale,https://www.zillow.com/homedetails/81902576_zpid/
TX,5 bds,3 ba,2332 sqft,4235 sqft,1953,Los Angeles,29271,"9926 Elm St, Los Angeles, TX 29271","$1,449,651",For Sale,https://www.zillow.com/homedetails/93118897_zpid/
CA,1 bds,2 ba,2089 sqft,5162 sqft,2015,San Diego,89790,"499 Maple Dr, San Diego, CA 89790","$429,050",Pending,https://www.zillow.com/homedetails/84767657_zpid/
TX,5 bds,2 ba,881 sqft,1670 sqft,1974,Los Angeles,30987,"4502 Main St, Los Angeles, TX 30987","$436,227",For Sale,https://www.zillow.com/homedetails/75821956_zpid/
NY,6 bds,3 ba,2741 sqft,6549 sqft,1968,San Francisco,19426,"4408 Oak Ave, San Francisco, NY 19426","$1,043,402",Sold,https://www.zillow.com/homedetails/21269681_zpid/
FL,2 bds,2 ba,2997 sqft,4716 sqft,1957,San Francisco,77074,"6305 Main St, San Francisco, FL 77074","$1,472,476",Sold,https://www.zillow.com/homedetails/40699948_zpid/
NY,3 bds,1 ba,1658 sqft,9733 sqft,2021,Sacramento,26064,"4584 Main St, Sacramento, NY 26064","$101,342",Pending,https://www.zillow.com/homedetails/80726882_zpid/
CA,6 bds,1 ba,1783 sqft,6138 sqft,1966,Fresno,57975,"1310 Maple Dr, Fresno, CA 57975","$1,144,956",Sold,https://www.zillow.com/homedetails/64146632_zpid/
TX,3 bds,1 ba,2700 sqft,9067 sqft,1989,San Diego,26675,"8344 Oak Ave, San Diego, TX 26675","$257,758",Sold,https://www.zillow.com/homedetails/37165554_zpid/
CA,3 bds,1 ba,3421 sqft,2996 sqft,1992,Sacramento,63062,"5514 Main St, Sacramento, CA 63062","$159,682",Sold,https://www.zillow.com/homedetails/25398078_zpid/
TX,2 bds,2 ba,692 sqft,2137 sqft,2003,San Diego,73100,"5922 Main St, San Diego, TX 73100","$1,368,906",Pending,https://www.zillow.com/homedetails/20221963_zpid/
CA,6 bds,2 ba,2021 sqft,8163 sqft,1951,Fresno,27026,"2341 Oak Ave, Fresno, CA 27026","$226,311",For Sale,https://www.zillow.com/homedetails/89994393_zpid/
NY,2 bds,3 ba,3560 sqft,5320 sqft,1972,San Diego,94923,"2035 Elm St, San Diego, NY 94923","$242,280",For Sale,https://www.zillow.com/homedetails/86505861_zpid/
TX,1 bds,4 ba,1173 sqft,7073 sqft,2012,Sacramento,17784,"343 Main St, Sacramento, TX 17784","$1,371,316",Pending,https://www.zillow.com/homedetails/77174633_zpid/
FL,6 bds,2 ba,1380 sqft,3778 sqft,1964,San Francisco,33938,"2450 Maple Dr, San Francisco, FL 33938","$987,853",Sold,https://www.zillow.com/homedetails/65985579_zpid/
NY,1 bds,3 ba,3427 sqft,6943 sqft,1980,San Diego,45025,"2361 Oak Ave, San Diego, NY 45025","$461,357",Sold,https://www.zillow.com/homedetails/23839162_zpid/
NY,6 bds,1 ba,3026 sqft,7118 sqft,2020,Sacramento,76986,"5175 Pine Rd, Sacramento, NY 76986","$349,197",Sold,https://www.zillow.com/homedetails/55894520_zpid/
NY,1 bds,4 ba,1690 sqft,9112 sqft,1963,Fresno,87737,"7598 Maple Dr, Fresno, NY 87737","$294,826",For Sale,https://www.zillow.com/homedetails/42748546_zpid/
